Crop,District,Date,Price
Wheat,Raichur,2025-12-26,30.19
Wheat,Kalaburagi,2025-12-26,25.79
Wheat,Yadgir,2025-12-26,28.32
Wheat,Bidar,2025-12-26,24.01
Wheat,Vijayapura,2025-12-26,21.7
Wheat,Bagalkot,2025-12-26,29.87
Wheat,Belagavi,2025-12-26,28.71
Wheat,Dharwad,2025-12-26,24.08
Wheat,Gadag,2025-12-26,28.64
Wheat,Haveri,2025-12-26,32.7
Ragi,Bangalore Urban,2025-12-26,33.83
Ragi,Bangalore Rural,2025-12-26,33.4
Ragi,Mysuru,2025-12-26,35.5
Ragi,Mandya,2025-12-26,33.67
Ragi,Tumakuru,2025-12-26,34.97
Ragi,Kolar,2025-12-26,33.9
Ragi,Chikkaballapur,2025-12-26,32.06
Ragi,Ramanagara,2025-12-26,33.57
Ragi,Hassan,2025-12-26,35.06
Ragi,Chikkamagaluru,2025-12-26,30.57
Ragi,Kodagu,2025-12-26,37.17
Ragi,Dakshina Kannada,2025-12-26,31.05
Ragi,Udupi,2025-12-26,35.02
Ragi,Uttara Kannada,2025-12-26,31.83
Ragi,Shivamogga,2025-12-26,30.48
Ragi,Davangere,2025-12-26,31.64
Ragi,Chitradurga,2025-12-26,30.22
Ragi,Ballari,2025-12-26,34.73
Ragi,Koppal,2025-12-26,30.72
Ragi,Raichur,2025-12-26,34.87
Ragi,Kalaburagi,2025-12-26,30.86
Ragi,Yadgir,2025-12-26,28.08
Ragi,Bidar,2025-12-26,32.11
Ragi,Vijayapura,2025-12-26,32.27
Ragi,Bagalkot,2025-12-26,34.31
Ragi,Belagavi,2025-12-26,34.21
Ragi,Dharwad,2025-12-26,33.29
Ragi,Gadag,2025-12-26,33.38
Ragi,Haveri,2025-12-26,27.48
Groundnut,Bangalore Urban,2025-12-26,62.4
Groundnut,Bangalore Rural,2025-12-26,67.06
Groundnut,Mysuru,2025-12-26,60.22
Groundnut,Mandya,2025-12-26,51.92
Groundnut,Tumakuru,2025-12-26,57.03
Groundnut,Kolar,2025-12-26,63.12
Groundnut,Chikkaballapur,2025-12-26,67.2
Groundnut,Ramanagara,2025-12-26,58.04
Groundnut,Hassan,2025-12-26,61.63
Groundnut,Chikkamagaluru,2025-12-26,61.37
Groundnut,Kodagu,2025-12-26,57.48
Groundnut,Dakshina Kannada,2025-12-26,57.47
Groundnut,Udupi,2025-12-26,57.78
Groundnut,Uttara Kannada,2025-12-26,61.25
Groundnut,Shivamogga,2025-12-26,55.71
Groundnut,Davangere,2025-12-26,63.12
Groundnut,Chitradurga,2025-12-26,61.19
Groundnut,Ballari,2025-12-26,70.62
Groundnut,Koppal,2025-12-26,59.41
Groundnut,Raichur,2025-12-26,64.63
Groundnut,Kalaburagi,2025-12-26,66.06
Groundnut,Yadgir,2025-12-26,52.99
Groundnut,Bidar,2025-12-26,60.9
Groundnut,Vijayapura,2025-12-26,55.92
Groundnut,Bagalkot,2025-12-26,62.77
Groundnut,Belagavi,2025-12-26,57.74
Groundnut,Dharwad,2025-12-26,56.89
Groundnut,Gadag,2025-12-26,60.41
Groundnut,Haveri,2025-12-26,58.59
Sunflower,Bangalore Urban,2025-12-26,43.1
Sunflower,Bangalore Rural,2025-12-26,48.93
Sunflower,Mysuru,2025-12-26,52.47
Sunflower,Mandya,2025-12-26,48.72
Sunflower,Tumakuru,2025-12-26,43.69
Sunflower,Kolar,2025-12-26,49.34
Sunflower,Chikkaballapur,2025-12-26,52.95
Sunflower,Ramanagara,2025-12-26,51.79
Sunflower,Hassan,2025-12-26,48.52
Sunflower,Chikkamagaluru,2025-12-26,51.6
Sunflower,Kodagu,2025-12-26,50.25
Sunflower,Dakshina Kannada,2025-12-26,56.11
Sunflower,Udupi,2025-12-26,54.59
Sunflower,Uttara Kannada,2025-12-26,44.56
Sunflower,Shivamogga,2025-12-26,45.23
Sunflower,Davangere,2025-12-26,46.09
Sunflower,Chitradurga,2025-12-26,50.08
Sunflower,Ballari,2025-12-26,53.96
Sunflower,Koppal,2025-12-26,48.76
Sunflower,Raichur,2025-12-26,48.84
Sunflower,Kalaburagi,2025-12-26,49.86
Sunflower,Yadgir,2025-12-26,45.68
Sunflower,Bidar,2025-12-26,48.59
Sunflower,Vijayapura,2025-12-26,47.47
Sunflower,Bagalkot,2025-12-26,49.39
Sunflower,Belagavi,2025-12-26,53.12
Sunflower,Dharwad,2025-12-26,45.62
Sunflower,Gadag,2025-12-26,48.43
Sunflower,Haveri,2025-12-26,50.19
Turmeric,Bangalore Urban,2025-12-26,149.45
Turmeric,Bangalore Rural,2025-12-26,151.54
Turmeric,Mysuru,2025-12-26,163.46
Turmeric,Mandya,2025-12-26,141.54
Turmeric,Tumakuru,2025-12-26,169.11
Turmeric,Kolar,2025-12-26,142.3
Turmeric,Chikkaballapur,2025-12-26,151.56
Turmeric,Ramanagara,2025-12-26,145.34
Turmeric,Hassan,2025-12-26,145.69
Turmeric,Chikkamagaluru,2025-12-26,152.88
Turmeric,Kodagu,2025-12-26,165.34
Turmeric,Dakshina Kannada,2025-12-26,164.9
Turmeric,Udupi,2025-12-26,148.74
Turmeric,Uttara Kannada,2025-12-26,137.43
Turmeric,Shivamogga,2025-12-26,146.87
Turmeric,Davangere,2025-12-26,177.52
Turmeric,Chitradurga,2025-12-26,142.15
Turmeric,Ballari,2025-12-26,126.59
Turmeric,Koppal,2025-12-26,141.01
Turmeric,Raichur,2025-12-26,133.61
Turmeric,Kalaburagi,2025-12-26,150.5
Turmeric,Yadgir,2025-12-26,149.83
Turmeric,Bidar,2025-12-26,159.56
Turmeric,Vijayapura,2025-12-26,142.45
Turmeric,Bagalkot,2025-12-26,163.21
Turmeric,Belagavi,2025-12-26,140.43
Turmeric,Dharwad,2025-12-26,155.42
Turmeric,Gadag,2025-12-26,146.98
Turmeric,Haveri,2025-12-26,154.36
Ginger,Bangalore Urban,2025-12-26,184.27
Ginger,Bangalore Rural,2025-12-26,181.8
Ginger,Mysuru,2025-12-26,172.98
Ginger,Mandya,2025-12-26,168.1
Ginger,Tumakuru,2025-12-26,159.88
Ginger,Kolar,2025-12-26,178.43
Ginger,Chikkaballapur,2025-12-26,180.72
Ginger,Ramanagara,2025-12-26,191.11
Ginger,Hassan,2025-12-26,183.78
Ginger,Chikkamagaluru,2025-12-26,166.61
Ginger,Kodagu,2025-12-26,171.69
Ginger,Dakshina Kannada,2025-12-26,163.79
Ginger,Udupi,2025-12-26,205.86
Ginger,Uttara Kannada,2025-12-26,160.37
Ginger,Shivamogga,2025-12-26,180.07
Ginger,Davangere,2025-12-26,154.76
Ginger,Chitradurga,2025-12-26,183.92
Ginger,Ballari,2025-12-26,178.69
Ginger,Koppal,2025-12-26,188.48
Ginger,Raichur,2025-12-26,172.96
Ginger,Kalaburagi,2025-12-26,159.96
Ginger,Yadgir,2025-12-26,193.32
Ginger,Bidar,2025-12-26,184.3
Ginger,Vijayapura,2025-12-26,184.18
Ginger,Bagalkot,2025-12-26,187.14
Ginger,Belagavi,2025-12-26,191.88
Ginger,Dharwad,2025-12-26,164.99
Ginger,Gadag,2025-12-26,165.9
Ginger,Haveri,2025-12-26,182.89
Tomato,Bangalore Urban,2025-12-27,38.01
Tomato,Bangalore Rural,2025-12-27,49.15
Tomato,Mysuru,2025-12-27,43.43
Tomato,Mandya,2025-12-27,37.2
Tomato,Tumakuru,2025-12-27,41.66
Tomato,Kolar,2025-12-27,39.77
Tomato,Chikkaballapur,2025-12-27,43.71
Tomato,Ramanagara,2025-12-27,41.48
Tomato,Hassan,2025-12-27,47.68
Tomato,Chikkamagaluru,2025-12-27,46.02
Tomato,Kodagu,2025-12-27,41.01
Tomato,Dakshina Kannada,2025-12-27,41.62
Tomato,Udupi,2025-12-27,43.89
Tomato,Uttara Kannada,2025-12-27,36.44
Tomato,Shivamogga,2025-12-27,43.6
Tomato,Davangere,2025-12-27,44.72
Tomato,Chitradurga,2025-12-27,45.41
Tomato,Ballari,2025-12-27,39.88
Tomato,Koppal,2025-12-27,37.13
Tomato,Raichur,2025-12-27,41.86
Tomato,Kalaburagi,2025-12-27,43.18
Tomato,Yadgir,2025-12-27,42.32
Tomato,Bidar,2025-12-27,43.68
Tomato,Vijayapura,2025-12-27,45.76
Tomato,Bagalkot,2025-12-27,44.78
Tomato,Belagavi,2025-12-27,40.21
Tomato,Dharwad,2025-12-27,39.27
Tomato,Gadag,2025-12-27,45.23
Tomato,Haveri,2025-12-27,43.21
Onion,Bangalore Urban,2025-12-27,36.4
Onion,Bangalore Rural,2025-12-27,31.7
Onion,Mysuru,2025-12-27,36.9
Onion,Mandya,2025-12-27,31.79
Onion,Tumakuru,2025-12-27,32.18
Onion,Kolar,2025-12-27,32.52
Onion,Chikkaballapur,2025-12-27,30.53
Onion,Ramanagara,2025-12-27,27.78
Onion,Hassan,2025-12-27,36.03
Onion,Chikkamagaluru,2025-12-27,32.8
Onion,Kodagu,2025-12-27,34.48
Onion,Dakshina Kannada,2025-12-27,33.89
Onion,Udupi,2025-12-27,39.72
Onion,Uttara Kannada,2025-12-27,36.22
Onion,Shivamogga,2025-12-27,35.63
Onion,Davangere,2025-12-27,29.02
Onion,Chitradurga,2025-12-27,31.55
Onion,Ballari,2025-12-27,32.22
Onion,Koppal,2025-12-27,38.47
Onion,Raichur,2025-12-27,34.49
Onion,Kalaburagi,2025-12-27,38.67
Onion,Yadgir,2025-12-27,31.16
Onion,Bidar,2025-12-27,30.69
Onion,Vijayapura,2025-12-27,31.58
Onion,Bagalkot,2025-12-27,33.44
Onion,Belagavi,2025-12-27,30.93
Onion,Dharwad,2025-12-27,36.2
Onion,Gadag,2025-12-27,37.87
Onion,Haveri,2025-12-27,35.71
Potato,Bangalore Urban,2025-12-27,33.11
Potato,Bangalore Rural,2025-12-27,27.63
Potato,Mysuru,2025-12-27,32.97
Potato,Mandya,2025-12-27,33.51
Potato,Tumakuru,2025-12-27,29.82
Potato,Kolar,2025-12-27,32.13
Potato,Chikkaballapur,2025-12-27,32.5
Potato,Ramanagara,2025-12-27,29.39
Potato,Hassan,2025-12-27,28.12
Potato,Chikkamagaluru,2025-12-27,28.73
Potato,Kodagu,2025-12-27,30.76
Potato,Dakshina Kannada,2025-12-27,28.36
Potato,Udupi,2025-12-27,35.87
Potato,Uttara Kannada,2025-12-27,25.72
Potato,Shivamogga,2025-12-27,33.73
Potato,Davangere,2025-12-27,29.83
Potato,Chitradurga,2025-12-27,33.11
Potato,Ballari,2025-12-27,30.76
Potato,Koppal,2025-12-27,27.37
Potato,Raichur,2025-12-27,31.58
Potato,Kalaburagi,2025-12-27,31.11
Potato,Yadgir,2025-12-27,30.77
Potato,Bidar,2025-12-27,28.76
Potato,Vijayapura,2025-12-27,30.98
Potato,Bagalkot,2025-12-27,37.65
Potato,Belagavi,2025-12-27,31.55
Potato,Dharwad,2025-12-27,36.46
Potato,Gadag,2025-12-27,28.75
Potato,Haveri,2025-12-27,32.03
Chilli,Bangalore Urban,2025-12-27,149.03
Chilli,Bangalore Rural,2025-12-27,133.32
Chilli,Mysuru,2025-12-27,137.32
Chilli,Mandya,2025-12-27,123.28
Chilli,Tumakuru,2025-12-27,126.43
Chilli,Kolar,2025-12-27,146.98
Chilli,Chikkaballapur,2025-12-27,145.79
Chilli,Ramanagara,2025-12-27,131.78
Chilli,Hassan,2025-12-27,130.56
Chilli,Chikkamagaluru,2025-12-27,136.05
Chilli,Kodagu,2025-12-27,137.07
Chilli,Dakshina Kannada,2025-12-27,123.14
Chilli,Udupi,2025-12-27,125.78
Chilli,Uttara Kannada,2025-12-27,123.49
Chilli,Shivamogga,2025-12-27,131.49
Chilli,Davangere,2025-12-27,109.75
Chilli,Chitradurga,2025-12-27,143.33
Chilli,Ballari,2025-12-27,126.54
Chilli,Koppal,2025-12-27,116.14
Chilli,Raichur,2025-12-27,135.54
Chilli,Kalaburagi,2025-12-27,123.32
Chilli,Yadgir,2025-12-27,130.59
Chilli,Bidar,2025-12-27,130.98
Chilli,Vijayapura,2025-12-27,124.51
Chilli,Bagalkot,2025-12-27,143.74
Chilli,Belagavi,2025-12-27,129.48
Chilli,Dharwad,2025-12-27,128.11
Chilli,Gadag,2025-12-27,115.27
Chilli,Haveri,2025-12-27,119.51
Beans,Bangalore Urban,2025-12-27,72.32
Beans,Bangalore Rural,2025-12-27,71.26
Beans,Mysuru,2025-12-27,61.22
Beans,Mandya,2025-12-27,63.94
Beans,Tumakuru,2025-12-27,56.03
Beans,Kolar,2025-12-27,64.62
Beans,Chikkaballapur,2025-12-27,64.07
Beans,Ramanagara,2025-12-27,66.82
Beans,Hassan,2025-12-27,71.72
Beans,Chikkamagaluru,2025-12-27,67.65
Beans,Kodagu,2025-12-27,59.15
Beans,Dakshina Kannada,2025-12-27,66.85
Beans,Udupi,2025-12-27,72.04
Beans,Uttara Kannada,2025-12-27,72.41
Beans,Shivamogga,2025-12-27,67.33
Beans,Davangere,2025-12-27,57.34
Beans,Chitradurga,2025-12-27,70.42
Beans,Ballari,2025-12-27,60.04
Beans,Koppal,2025-12-27,62.92
Beans,Raichur,2025-12-27,61.97
Beans,Kalaburagi,2025-12-27,68.0
Beans,Yadgir,2025-12-27,51.24
Beans,Bidar,2025-12-27,62.11
Beans,Vijayapura,2025-12-27,65.4
Beans,Bagalkot,2025-12-27,69.67
Beans,Belagavi,2025-12-27,54.47
Beans,Dharwad,2025-12-27,63.22
Beans,Gadag,2025-12-27,63.11
Beans,Haveri,2025-12-27,65.86
Cabbage,Bangalore Urban,2025-12-27,27.93
Cabbage,Bangalore Rural,2025-12-27,28.37
Cabbage,Mysuru,2025-12-27,30.36
Cabbage,Mandya,2025-12-27,28.83
Cabbage,Tumakuru,2025-12-27,24.51
Cabbage,Kolar,2025-12-27,30.28
Cabbage,Chikkaballapur,2025-12-27,24.43
Cabbage,Ramanagara,2025-12-27,25.44
Cabbage,Hassan,2025-12-27,25.36
Cabbage,Chikkamagaluru,2025-12-27,26.83
Cabbage,Kodagu,2025-12-27,30.04
Cabbage,Dakshina Kannada,2025-12-27,25.68
Cabbage,Udupi,2025-12-27,27.13
Cabbage,Uttara Kannada,2025-12-27,26.3
Cabbage,Shivamogga,2025-12-27,27.97
Cabbage,Davangere,2025-12-27,30.38
Cabbage,Chitradurga,2025-12-27,33.29
Cabbage,Ballari,2025-12-27,26.11
Cabbage,Koppal,2025-12-27,25.25
Cabbage,Raichur,2025-12-27,28.12
Cabbage,Kalaburagi,2025-12-27,25.92
Cabbage,Yadgir,2025-12-27,29.91
Cabbage,Bidar,2025-12-27,25.93
Cabbage,Vijayapura,2025-12-27,29.23
Cabbage,Bagalkot,2025-12-27,27.2
Cabbage,Belagavi,2025-12-27,31.17
Cabbage,Dharwad,2025-12-27,31.02
Cabbage,Gadag,2025-12-27,27.3
Cabbage,Haveri,2025-12-27,25.4
Cauliflower,Bangalore Urban,2025-12-27,37.54
Cauliflower,Bangalore Rural,2025-12-27,37.38
Cauliflower,Mysuru,2025-12-27,38.47
Cauliflower,Mandya,2025-12-27,35.42
Cauliflower,Tumakuru,2025-12-27,39.3
Cauliflower,Kolar,2025-12-27,37.48
Cauliflower,Chikkaballapur,2025-12-27,36.9
Cauliflower,Ramanagara,2025-12-27,34.71
Cauliflower,Hassan,2025-12-27,34.53
Cauliflower,Chikkamagaluru,2025-12-27,35.89
Cauliflower,Kodagu,2025-12-27,34.9
Cauliflower,Dakshina Kannada,2025-12-27,34.19
Cauliflower,Udupi,2025-12-27,33.19
Cauliflower,Uttara Kannada,2025-12-27,43.39
Cauliflower,Shivamogga,2025-12-27,35.39
Cauliflower,Davangere,2025-12-27,42.78
Cauliflower,Chitradurga,2025-12-27,34.35
Cauliflower,Ballari,2025-12-27,34.52
Cauliflower,Koppal,2025-12-27,36.95
Cauliflower,Raichur,2025-12-27,36.52
Cauliflower,Kalaburagi,2025-12-27,34.46
Cauliflower,Yadgir,2025-12-27,40.64
Cauliflower,Bidar,2025-12-27,37.39
Cauliflower,Vijayapura,2025-12-27,35.61
Cauliflower,Bagalkot,2025-12-27,33.16
Cauliflower,Belagavi,2025-12-27,42.18
Cauliflower,Dharwad,2025-12-27,36.03
Cauliflower,Gadag,2025-12-27,35.9
Cauliflower,Haveri,2025-12-27,37.0
Carrot,Bangalore Urban,2025-12-27,46.07
Carrot,Bangalore Rural,2025-12-27,46.93
Carrot,Mysuru,2025-12-27,47.61
Carrot,Mandya,2025-12-27,46.42
Carrot,Tumakuru,2025-12-27,42.72
Carrot,Kolar,2025-12-27,45.54
Carrot,Chikkaballapur,2025-12-27,43.5
Carrot,Ramanagara,2025-12-27,43.83
Carrot,Hassan,2025-12-27,46.86
Carrot,Chikkamagaluru,2025-12-27,38.66
Carrot,Kodagu,2025-12-27,46.11
Carrot,Dakshina Kannada,2025-12-27,46.28
Carrot,Udupi,2025-12-27,44.19
Carrot,Uttara Kannada,2025-12-27,42.81
Carrot,Shivamogga,2025-12-27,43.85
Carrot,Davangere,2025-12-27,39.02
Carrot,Chitradurga,2025-12-27,44.5
Carrot,Ballari,2025-12-27,45.7
Carrot,Koppal,2025-12-27,43.89
Carrot,Raichur,2025-12-27,37.2
Carrot,Kalaburagi,2025-12-27,45.63
Carrot,Yadgir,2025-12-27,46.11
Carrot,Bidar,2025-12-27,52.68
Carrot,Vijayapura,2025-12-27,35.66
Carrot,Bagalkot,2025-12-27,42.44
Carrot,Belagavi,2025-12-27,42.22
Carrot,Dharwad,2025-12-27,40.51
Carrot,Gadag,2025-12-27,41.57
Carrot,Haveri,2025-12-27,42.91
Brinjal,Bangalore Urban,2025-12-27,45.09
Brinjal,Bangalore Rural,2025-12-27,50.91
Brinjal,Mysuru,2025-12-27,41.04
Brinjal,Mandya,2025-12-27,44.72
Brinjal,Tumakuru,2025-12-27,44.01
Brinjal,Kolar,2025-12-27,46.61
Brinjal,Chikkaballapur,2025-12-27,47.98
Brinjal,Ramanagara,2025-12-27,46.43
Brinjal,Hassan,2025-12-27,41.93
Brinjal,Chikkamagaluru,2025-12-27,52.21
Brinjal,Kodagu,2025-12-27,44.29
Brinjal,Dakshina Kannada,2025-12-27,52.95
Brinjal,Udupi,2025-12-27,42.52
Brinjal,Uttara Kannada,2025-12-27,44.76
Brinjal,Shivamogga,2025-12-27,46.18
Brinjal,Davangere,2025-12-27,45.44
Brinjal,Chitradurga,2025-12-27,38.48
Brinjal,Ballari,2025-12-27,45.43
Brinjal,Koppal,2025-12-27,43.44
Brinjal,Raichur,2025-12-27,42.85
Brinjal,Kalaburagi,2025-12-27,43.95
Brinjal,Yadgir,2025-12-27,42.75
Brinjal,Bidar,2025-12-27,45.05
Brinjal,Vijayapura,2025-12-27,41.39
Brinjal,Bagalkot,2025-12-27,44.95
Brinjal,Belagavi,2025-12-27,48.56
Brinjal,Dharwad,2025-12-27,42.5
Brinjal,Gadag,2025-12-27,53.02
Brinjal,Haveri,2025-12-27,49.02
Capsicum,Bangalore Urban,2025-12-27,85.68
Capsicum,Bangalore Rural,2025-12-27,88.24
Capsicum,Mysuru,2025-12-27,88.09
Capsicum,Mandya,2025-12-27,86.8
Capsicum,Tumakuru,2025-12-27,91.31
Capsicum,Kolar,2025-12-27,91.21
Capsicum,Chikkaballapur,2025-12-27,91.15
Capsicum,Ramanagara,2025-12-27,104.23
Capsicum,Hassan,2025-12-27,95.59
Capsicum,Chikkamagaluru,2025-12-27,93.2
Capsicum,Kodagu,2025-12-27,90.93
Capsicum,Dakshina Kannada,2025-12-27,97.49
Capsicum,Udupi,2025-12-27,86.01
Capsicum,Uttara Kannada,2025-12-27,101.2
Capsicum,Shivamogga,2025-12-27,89.91
Capsicum,Davangere,2025-12-27,89.79
Capsicum,Chitradurga,2025-12-27,94.05
Capsicum,Ballari,2025-12-27,85.62
Capsicum,Koppal,2025-12-27,85.2
Capsicum,Raichur,2025-12-27,91.53
Capsicum,Kalaburagi,2025-12-27,102.03
Capsicum,Yadgir,2025-12-27,90.27
Capsicum,Bidar,2025-12-27,87.23
Capsicum,Vijayapura,2025-12-27,86.6
Capsicum,Bagalkot,2025-12-27,91.3
Capsicum,Belagavi,2025-12-27,88.99
Capsicum,Dharwad,2025-12-27,104.11
Capsicum,Gadag,2025-12-27,89.12
Capsicum,Haveri,2025-12-27,96.17
Cotton,Bangalore Urban,2025-12-27,69.98
Cotton,Bangalore Rural,2025-12-27,77.97
Cotton,Mysuru,2025-12-27,74.12
Cotton,Mandya,2025-12-27,78.3
Cotton,Tumakuru,2025-12-27,84.18
Cotton,Kolar,2025-12-27,73.82
Cotton,Chikkaballapur,2025-12-27,68.87
Cotton,Ramanagara,2025-12-27,81.6
Cotton,Hassan,2025-12-27,78.89
Cotton,Chikkamagaluru,2025-12-27,78.98
Cotton,Kodagu,2025-12-27,81.21
Cotton,Dakshina Kannada,2025-12-27,79.91
Cotton,Udupi,2025-12-27,74.74
Cotton,Uttara Kannada,2025-12-27,76.39
Cotton,Shivamogga,2025-12-27,74.75
Cotton,Davangere,2025-12-27,64.19
Cotton,Chitradurga,2025-12-27,77.08
Cotton,Ballari,2025-12-27,76.37
Cotton,Koppal,2025-12-27,68.21
Cotton,Raichur,2025-12-27,81.28
Cotton,Kalaburagi,2025-12-27,83.76
Cotton,Yadgir,2025-12-27,62.35
Cotton,Bidar,2025-12-27,75.59
Cotton,Vijayapura,2025-12-27,60.59
Cotton,Bagalkot,2025-12-27,82.22
Cotton,Belagavi,2025-12-27,65.13
Cotton,Dharwad,2025-12-27,84.73
Cotton,Gadag,2025-12-27,69.04
Cotton,Haveri,2025-12-27,73.69
Sugarcane,Bangalore Urban,2025-12-27,6.22
Sugarcane,Bangalore Rural,2025-12-27,5.29
Sugarcane,Mysuru,2025-12-27,7.49
Sugarcane,Mandya,2025-12-27,6.14
Sugarcane,Tumakuru,2025-12-27,6.43
Sugarcane,Kolar,2025-12-27,5.73
Sugarcane,Chikkaballapur,2025-12-27,5.99
Sugarcane,Ramanagara,2025-12-27,6.56
Sugarcane,Hassan,2025-12-27,6.14
Sugarcane,Chikkamagaluru,2025-12-27,5.97
Sugarcane,Kodagu,2025-12-27,6.52
Sugarcane,Dakshina Kannada,2025-12-27,6.97
Sugarcane,Udupi,2025-12-27,6.63
Sugarcane,Uttara Kannada,2025-12-27,6.56
Sugarcane,Shivamogga,2025-12-27,6.36
Sugarcane,Davangere,2025-12-27,5.84
Sugarcane,Chitradurga,2025-12-27,7.03
Sugarcane,Ballari,2025-12-27,6.32
Sugarcane,Koppal,2025-12-27,7.28
Sugarcane,Raichur,2025-12-27,6.53
Sugarcane,Kalaburagi,2025-12-27,6.56
Sugarcane,Yadgir,2025-12-27,6.35
Sugarcane,Bidar,2025-12-27,6.29
Sugarcane,Vijayapura,2025-12-27,6.31
Sugarcane,Bagalkot,2025-12-27,6.66
Sugarcane,Belagavi,2025-12-27,6.6
Sugarcane,Dharwad,2025-12-27,5.9
Sugarcane,Gadag,2025-12-27,7.22
Sugarcane,Haveri,2025-12-27,6.97
Maize,Bangalore Urban,2025-12-27,21.16
Maize,Bangalore Rural,2025-12-27,26.79
Maize,Mysuru,2025-12-27,23.6
Maize,Mandya,2025-12-27,22.75
Maize,Tumakuru,2025-12-27,23.5
Maize,Kolar,2025-12-27,22.87
Maize,Chikkaballapur,2025-12-27,25.49
Maize,Ramanagara,2025-12-27,21.49
Maize,Hassan,2025-12-27,22.45
Maize,Chikkamagaluru,2025-12-27,24.33
Maize,Kodagu,2025-12-27,24.43
Maize,Dakshina Kannada,2025-12-27,24.6
Maize,Udupi,2025-12-27,25.64
Maize,Uttara Kannada,2025-12-27,19.63
Maize,Shivamogga,2025-12-27,24.12
Maize,Davangere,2025-12-27,26.99
Maize,Chitradurga,2025-12-27,26.45
Maize,Ballari,2025-12-27,22.8
Maize,Koppal,2025-12-27,25.52
Maize,Raichur,2025-12-27,26.42
Maize,Kalaburagi,2025-12-27,23.99
Maize,Yadgir,2025-12-27,22.6
Maize,Bidar,2025-12-27,25.6
Maize,Vijayapura,2025-12-27,25.91
Maize,Bagalkot,2025-12-27,20.89
Maize,Belagavi,2025-12-27,22.22
Maize,Dharwad,2025-12-27,22.47
Maize,Gadag,2025-12-27,26.08
Maize,Haveri,2025-12-27,24.77
Rice,Bangalore Urban,2025-12-27,26.35
Rice,Bangalore Rural,2025-12-27,33.88
Rice,Mysuru,2025-12-27,31.47
Rice,Mandya,2025-12-27,36.52
Rice,Tumakuru,2025-12-27,33.62
Rice,Kolar,2025-12-27,26.56
Rice,Chikkaballapur,2025-12-27,26.79
Rice,Ramanagara,2025-12-27,34.13
Rice,Hassan,2025-12-27,32.79
Rice,Chikkamagaluru,2025-12-27,26.98
Rice,Kodagu,2025-12-27,27.36
Rice,Dakshina Kannada,2025-12-27,31.37
Rice,Udupi,2025-12-27,34.68
Rice,Uttara Kannada,2025-12-27,31.81
Rice,Shivamogga,2025-12-27,27.37
Rice,Davangere,2025-12-27,32.36
Rice,Chitradurga,2025-12-27,33.88
Rice,Ballari,2025-12-27,27.51
Rice,Koppal,2025-12-27,32.73
Rice,Raichur,2025-12-27,25.96
Rice,Kalaburagi,2025-12-27,29.94
Rice,Yadgir,2025-12-27,29.47
Rice,Bidar,2025-12-27,27.3
Rice,Vijayapura,2025-12-27,32.68
Rice,Bagalkot,2025-12-27,31.61
Rice,Belagavi,2025-12-27,29.86
Rice,Dharwad,2025-12-27,29.05
Rice,Gadag,2025-12-27,29.56
Rice,Haveri,2025-12-27,34.23
Wheat,Bangalore Urban,2025-12-27,28.42
Wheat,Bangalore Rural,2025-12-27,33.36
Wheat,Mysuru,2025-12-27,26.33
Wheat,Mandya,2025-12-27,27.81
Wheat,Tumakuru,2025-12-27,26.71
Wheat,Kolar,2025-12-27,28.04
Wheat,Chikkaballapur,2025-12-27,24.61
Wheat,Ramanagara,2025-12-27,26.9
Wheat,Hassan,2025-12-27,24.97
Wheat,Chikkamagaluru,2025-12-27,28.99
Wheat,Kodagu,2025-12-27,26.4
Wheat,Dakshina Kannada,2025-12-27,27.03
Wheat,Udupi,2025-12-27,31.51
Wheat,Uttara Kannada,2025-12-27,27.32
Wheat,Shivamogga,2025-12-27,28.32
Wheat,Davangere,2025-12-27,27.62
Wheat,Chitradurga,2025-12-27,25.56
Wheat,Ballari,2025-12-27,25.51
Wheat,Koppal,2025-12-27,29.97
Wheat,Raichur,2025-12-27,31.48
Wheat,Kalaburagi,2025-12-27,26.0
Wheat,Yadgir,2025-12-27,28.61
Wheat,Bidar,2025-12-27,28.1
Wheat,Vijayapura,2025-12-27,23.41
Wheat,Bagalkot,2025-12-27,27.43
Wheat,Belagavi,2025-12-27,25.94
Wheat,Dharwad,2025-12-27,29.45
Wheat,Gadag,2025-12-27,26.95
Wheat,Haveri,2025-12-27,33.33
Ragi,Bangalore Urban,2025-12-27,34.01
Ragi,Bangalore Rural,2025-12-27,28.26
Ragi,Mysuru,2025-12-27,37.57
Ragi,Mandya,2025-12-27,34.08
Ragi,Tumakuru,2025-12-27,32.16
Ragi,Kolar,2025-12-27,30.4
Ragi,Chikkaballapur,2025-12-27,36.67
Ragi,Ramanagara,2025-12-27,34.74
Ragi,Hassan,2025-12-27,34.95
Ragi,Chikkamagaluru,2025-12-27,33.92
Ragi,Kodagu,2025-12-27,34.65
Ragi,Dakshina Kannada,2025-12-27,30.22
Ragi,Udupi,2025-12-27,34.39
Ragi,Uttara Kannada,2025-12-27,35.53
Ragi,Shivamogga,2025-12-27,31.04
Ragi,Davangere,2025-12-27,28.79
Ragi,Chitradurga,2025-12-27,33.95
Ragi,Ballari,2025-12-27,31.21
Ragi,Koppal,2025-12-27,30.46
Ragi,Raichur,2025-12-27,33.57
Ragi,Kalaburagi,2025-12-27,28.95
Ragi,Yadgir,2025-12-27,28.78
Ragi,Bidar,2025-12-27,30.95
